CustomerSAPCode,CustomerName,SiteSAPCode,SiteName,ProductSAPCode,ProductTelRef,ProductName,Timestamp,Received Date,Report Date,Report Time,Oil Age in Hours,Interpretation,FCA Term Found,FCA Fault Code,FCA Service,AN,BN,NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,ZR,CD,S,KV40,KV100,Water KF Oven,Soot,Partical Count 4,Particle Count 6,Particle Count 14,ISO Code (3 figure),Flash FTIR,Diesel % in Oil,BN IP276,Ox Drect Area,Glycol %,PQ Index,Neut No.,Water,PRVOT,Status
,BELL EQUIPMENT UK LTD,,BELL,,5461500,NOT GIVEN,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention.,copper,Wear Metals,Training,,,15.0,8.9,4.8,1.0,43.0,115.0,0.0,0.0,0.7,0.0,4.8,0.6,0.0,0.0,2896.0,9.2,1409.0,86.0,1182.0,0.4,0.0,1.0,,0.0,,121.1,,,,,,,,,,,,,16,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5461502,NOT GIVEN,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,9.1,2.1,0.2,25.0,21.0,0.7,0.8,1.6,1.0,1.1,0.7,0.7,0.9,3530.0,10.0,1093.0,98.0,1459.0,0.2,2.3,2.4,,0.3,,108.6,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5461503,NOT GIVEN,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Visible debris present. Advice : Resample at recommended sampling interval to follow trends.,copper,Wear Metals,Training,,,14.0,9.4,5.2,0.8,40.0,92.0,0.7,0.0,1.0,1.0,4.5,1.2,0.7,0.1,2781.0,8.4,1306.0,80.0,1176.0,0.5,0.2,1.8,,0.3,,123.0,,,,,,,,,,,,,16,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5461504,NOT GIVEN,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,9.8,8.7,2.2,0.1,0.6,18.0,5.6,0.0,1.4,1.0,0.6,0.7,0.7,0.1,996.0,5.6,550.0,119.0,431.0,0.1,0.2,3.8,,0.3,,35.1,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5461508,NOT GIVEN,25/01/2022 00:00:00,2022-01-24,2022-01-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,8.8,2.3,0.5,4.7,41.0,1.8,0.0,1.8,1.0,2.6,0.7,0.7,0.2,3212.0,9.8,1175.0,90.0,1347.0,0.8,0.2,2.0,,0.3,,112.7,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4953774,NOT GIVEN,26/01/2022 00:00:00,2022-01-25,2022-01-26,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,9.8,5.0,9.7,0.2,4.6,57.0,14.0,2.4,0.7,0.0,0.8,0.1,0.1,0.6,244.0,9.6,521.0,234.0,22.0,0.2,0.7,0.9,,0.0,,35.5,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5461386,NOT GIVEN,26/01/2022 00:00:00,2022-01-24,2022-01-26,2,,Visible debris present. Wear appears satisfactory. Advice : Resample at the next service intervention.,visible ,Possible Sample Issue,Training,,,16.0,9.5,2.6,0.5,39.0,28.0,1.1,0.6,0.8,1.0,2.1,0.7,0.7,2.3,3576.0,11.0,1099.0,99.0,1519.0,0.2,9.5,3.3,,0.3,,112.4,,,,,,,,,,,,,10,,0.4,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5461387,NOT GIVEN,26/01/2022 00:00:00,2022-01-24,2022-01-26,2,,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.,visible ,Possible Sample Issue,Training,,,2.3,5.8,1.9,0.2,1.2,2.8,0.6,0.0,1.7,1.0,0.4,0.7,0.7,0.1,87.0,0.2,333.0,12.0,438.0,0.1,0.2,1.0,,0.3,,42.7,,,,49197,15738,1295,23/21/17,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5461390,NOT GIVEN,26/01/2022 00:00:00,2022-01-24,2022-01-26,2,,Condition satisfactory. ,satisfactory,Satisfactory,N/A,,,10.0,4.3,3.3,0.3,3.8,32.0,5.3,0.3,1.6,1.0,2.0,0.7,0.7,1.2,166.0,2.8,400.0,155.0,10.0,0.6,0.4,6.4,,0.3,,36.8,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5407193,NOT GIVEN,27/01/2022 00:00:00,2022-01-12,2022-01-27,15,,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Low pH. The level of Glycol appears below recommended limit. Advise top up with a more concentrated solution to give the recommended strength. ,glycol,Fluid Condition,Training,,,3875.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,16.0,11.0,2.8,1.1,0.0,0.0,345.0,,0.0,,,,,,,,,,,,,,32,,,,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5453576,NOT GIVEN,27/01/2022 00:00:00,2022-01-12,2022-01-27,15,,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Low pH. Glycol content indicates sufficient freeze and corrosion protection. Advice : Action should be taken to correct.,glycol,Fluid Condition,Training,,,4153.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,12.0,5.7,0.0,0.0,0.0,580.0,,0.0,,,,,,,,,,,,,,39,,,,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5453618,NOT GIVEN,27/01/2022 00:00:00,2022-01-12,2022-01-27,15,,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Chloride level high possibly from hydrochloric acid based cleaning agents or poor water quality. Too high chloride might lead to increased corrosion. Low pH. Glycol content indicates sufficient freeze and corrosion protection. Advice : Action should be taken to correct.,glycol,Fluid Condition,Training,,,4312.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,12.0,0.8,0.0,0.0,0.0,841.0,,0.0,,,,,,,,,,,,,,48,,,,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5258509,NOT GIVEN,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,5.5,3.6,0.1,4.7,56.0,4.4,0.3,1.0,0.0,1.0,0.0,0.1,1.0,173.0,4.1,491.0,206.0,7.7,0.3,0.2,5.4,,0.0,,34.7,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5258510,NOT GIVEN,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,7.9,1.4,0.3,8.5,30.0,0.2,0.5,2.0,0.0,0.8,0.0,0.0,0.7,3683.0,11.0,1149.0,108.0,1469.0,0.3,0.2,1.7,,0.0,,108.1,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5258511,NOT GIVEN,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,14.0,12.0,3.3,0.9,131.0,167.0,3.2,1.8,2.0,0.0,3.4,0.2,0.1,0.2,3563.0,11.0,1205.0,102.0,1452.0,1.5,0.1,1.4,,0.0,,110.6,,,,,,,,,,,,,25,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5258512,NOT GIVEN,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Visible debris present. ISO cleanliness particle count high. The level of Chromium appears high and suggest wear of a pump and/ or hydraulic rods/pistons. Action should be taken to correct - Consider fluid change and/or filter change. Additionally consider check unit for abnormal noise or vibration & feedback inspection findings.   ,chromium,Wear Metals,Training,,,4.3,4.7,1.9,17.0,3.1,7.1,0.0,0.0,0.6,0.0,0.2,0.1,0.1,0.2,97.0,2.2,285.0,4.2,378.0,0.1,0.1,1.0,,0.1,,42.7,,,,15879,2315,156,21/18/14,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5258513,NOT GIVEN,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,12.0,3.3,1.1,135.0,160.0,2.4,1.0,2.3,0.1,3.4,0.2,0.1,0.4,3410.0,11.0,1170.0,106.0,1368.0,1.6,0.3,1.6,,0.2,,111.2,,,,,,,,,,,,,19,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5258514,NOT GIVEN,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,7.9,1.5,0.4,11.0,45.0,0.0,0.0,2.2,0.0,1.1,0.0,0.0,0.3,3786.0,12.0,1164.0,113.0,1509.0,0.2,0.2,1.3,,0.0,,106.8,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5258515,NOT GIVEN,31/01/2022 00:00:00,2022-01-31,2022-01-31,0,,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,5.3,3.9,2.2,0.1,1.1,9.1,1.7,0.0,0.3,0.0,0.1,0.0,0.0,0.1,313.0,1.6,342.0,122.0,126.0,0.0,0.1,1.2,,0.0,,35.0,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5451631,NOT GIVEN,31/01/2022 00:00:00,2022-01-07,2022-01-31,24,,Visible debris present. Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Glycol content indicates sufficient freeze and corrosion protection. Advice : Resample at the next service intervention.,glycol,Fluid Condition,Training,,,2620.0,3.4,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,7.5,0.0,2.3,0.5,0.0,0.0,0.0,1470.0,,0.0,,,,,,,,,,,,,,37,,,,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,4122795,NOT GIVEN,01/02/2022 00:00:00,2022-01-31,2022-02-01,1,,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends.,viscosity,Fluid Condition,Training,,,7.3,8.2,0.7,0.2,7.3,21.0,9.3,1.5,1.0,0.0,0.3,0.0,0.0,0.0,3646.0,11.0,1208.0,120.0,1562.0,0.1,0.2,0.9,,0.0,,52.5,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4122796,NOT GIVEN,01/02/2022 00:00:00,2022-01-31,2022-02-01,1,,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends.,viscosity,Fluid Condition,Training,,,8.7,9.2,0.7,0.1,9.9,15.0,11.0,0.3,1.7,0.0,0.2,0.1,0.0,0.0,3408.0,14.0,1091.0,112.0,1410.0,0.1,2.2,0.6,,0.0,,46.9,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4122797,NOT GIVEN,01/02/2022 00:00:00,2022-01-31,2022-02-01,1,,Low viscosity noted. Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.,viscosity,Fluid Condition,Training,,,4.0,8.0,5.0,2.7,2.6,14.0,1.3,0.7,6.7,0.1,0.2,0.2,0.1,0.0,963.0,119.0,532.0,46.0,696.0,0.0,0.0,1.1,,0.0,,47.2,,,,15396,3437,216,21/19/15,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4397316,NOT GIVEN,01/02/2022 00:00:00,2022-01-31,2022-02-01,1,,Abnormal sodium & potassium suggest coolant contamination. Wear appears satisfactory. Advice : Pressure check coolant system (if applicable) and feedback findings before next sample. Change oil if not changed when sampled.  ,sodium,Contamination,Appraisal,,6.8,196.0,4.8,8.8,0.8,5.4,25.0,1.2,0.7,52.0,0.0,1.4,0.1,0.6,0.0,1472.0,682.0,598.0,64.0,834.0,0.4,0.1,127.0,,0.1,,87.7,,,,,,,,N,,,20.03,0,,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5177890,NOT GIVEN,01/02/2022 00:00:00,2022-01-31,2022-02-01,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,7.3,2.1,3.4,2.9,0.3,1.7,14.0,0.0,0.0,47.0,1.1,0.0,0.3,0.0,0.0,1376.0,944.0,704.0,70.0,908.0,0.0,1.5,3.3,,0.0,,91.4,,,,,,,,N,,,18.10,0,,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5258508,NOT GIVEN,01/02/2022 00:00:00,2022-01-31,2022-02-01,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,7.4,16.0,3.6,2.9,0.3,2.1,13.0,0.0,0.0,46.0,1.1,0.1,0.4,0.0,0.0,1427.0,947.0,705.0,61.0,922.0,0.0,1.5,7.2,,0.0,,91.7,,,,,,,,N,,,18.69,0,,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4382147,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,5.4,4.3,1.4,0.1,8.4,8.8,25.0,0.3,0.5,1.1,0.5,0.6,0.6,0.0,3224.0,5.3,1011.0,91.0,1388.0,0.1,1.1,2.6,,0.2,,55.0,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,4382148,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,5.2,6.7,1.5,0.1,5.4,14.0,0.6,0.3,0.5,1.1,0.6,0.6,0.6,0.0,3319.0,7.5,1030.0,92.0,1409.0,0.1,3.9,2.6,,0.2,,56.0,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,4543428,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,9.6,6.9,11.0,0.2,8.7,62.0,16.0,1.6,0.5,1.1,1.0,0.6,0.5,0.1,175.0,0.0,465.0,197.0,9.5,0.2,0.5,2.8,,0.2,,34.6,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4543429,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,9.8,14.0,2.9,0.7,5.1,60.0,1.4,0.1,1.7,1.1,3.3,0.8,0.6,0.2,3338.0,12.0,1008.0,96.0,1374.0,1.8,0.2,2.4,,0.2,,107.1,,,,,,,,,,,,,13,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4543430,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,9.7,17.0,3.1,0.8,14.0,72.0,1.9,0.4,2.0,1.2,3.9,0.9,0.6,0.2,3498.0,14.0,1030.0,98.0,1424.0,2.4,0.2,2.7,,0.3,,107.1,,,,,,,,,,,,,17,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4543431,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.,visible ,Possible Sample Issue,Training,,,2.9,4.0,2.8,0.6,5.5,13.0,0.9,0.4,3.0,1.1,0.5,0.6,0.5,0.1,275.0,0.8,345.0,30.0,465.0,0.1,0.2,1.9,,0.2,,43.8,,,,20111,3585,142,22/19/14,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4543432,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Visible debris present. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample.,copper,Wear Metals,Training,,,8.7,7.7,3.5,1.9,260.0,212.0,1.4,17.0,1.3,1.2,2.2,0.7,0.6,0.4,181.0,1.1,453.0,181.0,15.0,2.9,1.1,2.2,,0.2,,31.9,,,,,,,,,,,,,14,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4543433,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Satisfactory,Training,,,9.6,2.6,5.6,1.5,5.1,179.0,1.9,0.1,1.7,1.1,3.9,1.0,0.6,0.2,79.0,13.0,260.0,99.0,79.0,2.0,0.2,2.4,,0.3,,30.5,,,,,,,,,,,,,59,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4812896,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention.,copper,Wear Metals,Training,,,2.5,2.3,1.3,0.3,22.0,6.8,3.6,1.6,1.0,1.1,0.4,0.6,0.5,0.0,113.0,7.2,303.0,5.4,448.0,0.1,0.2,1.5,,0.2,,43.4,,,,5626,1875,216,20/18/15,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,4902458,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,11.0,12.0,5.8,1.9,19.0,176.0,0.6,1.6,0.9,1.1,1.8,0.7,0.6,0.4,183.0,3.8,465.0,200.0,12.0,0.5,1.7,2.5,,0.2,,40.9,,,,,,,,,,,,,14,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,4953800,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,The level of potassium may suggest possible ingress of contamination; however it may also be present as an oil additive. Advise submit an unused reference sample. Visible debris present. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. ,potassium,Contamination,Appraisal,,,11.0,7.8,3.6,0.9,91.0,246.0,7.1,1.0,5.5,1.1,2.6,0.7,0.6,0.1,2771.0,7.7,911.0,109.0,1285.0,0.5,0.2,30.0,,0.3,,87.4,,,,,,,,,,,,,18,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,4953801,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,The level of potassium may suggest possible ingress of contamination; however it may also be present as an oil additive. Advise submit an unused reference sample. Visible debris present. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. ,potassium,Contamination,Appraisal,,,14.0,9.7,4.7,0.9,55.0,247.0,3.5,1.2,5.0,1.1,2.6,0.7,0.6,0.4,2497.0,8.3,848.0,110.0,1191.0,0.4,0.2,29.0,,0.3,,83.7,,,,,,,,,,,,,38,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,4953803,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,There is evidence of tin present; possibly from bearing/bush wear. Advice : Resample at recommended sampling interval to follow trends.,bush,Wear Metals,Training,,,8.7,3.9,1.7,1.2,124.0,117.0,0.5,8.3,0.6,1.1,1.2,0.6,0.6,0.0,177.0,1.3,471.0,180.0,14.0,1.5,0.6,2.7,,0.2,,34.8,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,4953804,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,The level of potassium may suggest possible ingress of contamination; however it may also be present as an oil additive. Advise submit an unused reference sample. Visible debris present. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. ,potassium,Contamination,Appraisal,,,15.0,9.9,4.8,0.9,56.0,262.0,3.6,1.2,5.1,1.1,2.7,0.7,0.6,0.3,2543.0,8.6,848.0,113.0,1214.0,0.4,0.2,29.0,,0.3,,91.4,,,,,,,,,,,,,33,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5030851,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Advice : Resample at recommended sampling interval to follow trends.,copper,Wear Metals,Training,,7.3,0.8,3.2,2.4,0.5,31.0,10.0,0.0,0.0,47.0,1.1,0.1,0.2,0.4,0.0,1379.0,973.0,599.0,51.0,876.0,0.0,1.3,3.2,,0.0,,89.3,,,,,,,,N,,,20.49,0,,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5030915,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,7.1,13.0,0.3,7.4,60.0,23.0,1.9,0.6,1.1,1.1,0.7,0.6,0.4,187.0,0.8,476.0,190.0,14.0,0.3,0.5,2.9,,0.2,,34.4,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030916,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,9.0,2.3,0.5,11.0,70.0,0.9,0.2,5.9,1.2,3.6,0.8,0.6,0.1,3387.0,13.0,1002.0,96.0,1411.0,1.1,0.2,2.3,,0.3,,104.8,,,,,,,,,,,,,37,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030917,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,10.0,2.8,0.7,6.0,62.0,1.1,0.0,5.7,1.1,5.2,0.8,0.6,0.0,3485.0,13.0,1051.0,95.0,1429.0,0.8,0.2,2.4,,0.2,,104.5,,,,,,,,,,,,,32,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030918,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,2.5,1.3,1.1,0.2,3.4,2.4,0.7,0.0,0.8,1.1,0.4,0.6,0.5,0.0,69.0,0.0,297.0,4.8,435.0,0.1,0.2,1.4,,0.2,,40.5,,,,8478,2427,165,20/18/15,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030919,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.,lead,Wear Metals,Training,,,14.0,5.3,1.9,0.5,13.0,33.0,71.0,0.0,4.5,1.1,1.2,0.6,0.6,0.2,3306.0,13.0,1036.0,91.0,1387.0,0.2,0.9,2.4,,0.2,,99.9,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5030920,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,15.0,10.0,2.6,0.7,15.0,106.0,3.5,0.2,7.9,1.1,22.0,0.7,0.6,0.1,3352.0,12.0,1027.0,92.0,1404.0,1.4,0.2,2.3,,0.2,,104.3,,,,,,,,,,,,,105,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5030921,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Low viscosity noted. Visible debris present. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,7.5,5.6,3.5,0.1,1.9,44.0,1.8,0.0,0.6,1.1,0.8,0.6,0.6,0.0,975.0,2.9,540.0,123.0,442.0,0.1,0.3,2.7,,0.2,,30.2,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5065757,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,2000,Visible debris present. The level of aluminium suggests possible wear of casing/torque convertor. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Change oil if not changed when sampled. Check torque converter for abnormal heat. Resample at the next service intervention.,iron,Wear Metals,Training,,,10.0,19.0,45.0,0.6,7.7,193.0,18.0,2.0,0.5,1.1,1.9,0.7,0.6,0.1,169.0,0.1,459.0,201.0,7.5,0.3,0.3,2.5,,0.2,,36.1,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5065758,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.7,14.0,4.4,0.9,74.0,368.0,2.2,3.9,2.1,1.1,3.8,0.7,0.6,0.1,3222.0,11.0,1004.0,95.0,1342.0,3.4,0.2,2.8,,0.3,,98.1,,,,,,,,,,,,,57,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5065759,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,7.8,17.0,6.0,0.8,102.0,423.0,3.0,3.5,2.1,1.1,4.3,0.8,0.6,0.2,3303.0,11.0,1005.0,92.0,1364.0,0.9,0.2,3.2,,0.4,,104.4,,,,,,,,,,,,,83,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5065762,NOT GIVEN,07/02/2022 00:00:00,2022-02-04,2022-02-07,3,,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.,visible ,Possible Sample Issue,Training,,,2.6,4.5,3.0,0.3,1.7,4.8,0.4,0.0,1.1,1.1,0.4,0.7,0.6,0.0,741.0,5.3,408.0,6.7,561.0,0.1,0.2,1.8,,0.2,,45.0,,,,30062,9955,1075,22/20/17,,,,,,10,,0.1,,Serious
