CustomerSAPCode,CustomerName,SiteSAPCode,SiteName,ProductSAPCode,ProductTelRef,ProductName,Timestamp,Received Date,Report Date,Report Time,Oil Age in Hours,Interpretation,FCA Term Found,FCA Fault Code,FCA Service,AN,BN,NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,ZR,CD,S,KV40,KV100,Water KF Oven,Soot,Partical Count 4,Particle Count 6,Particle Count 14,ISO Code (3 figure),Flash FTIR,Diesel % in Oil,BN IP276,Ox Drect Area,Glycol %,PQ Index,Neut No.,Water,PRVOT,Status
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4970003,FUCHS RENOLIN CLP GEAR OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,3.9,7.0,0.5,0.8,0.8,14.0,0.0,0.0,0.3,1.2,0.5,0.9,0.8,1.6,12.0,1.6,303.0,11.0,2.8,0.3,1.8,4.8,,0.0,,467.4,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5408030,FUCHS RENOLIN CLP GEAR OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Visible debris present. Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advise monitor at the recommended sampling period.,potassium,Contamination,Appraisal,,,28.0,13.0,0.7,0.5,1.1,44.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.4,43.0,12.0,305.0,8.5,9.2,0.4,0.4,29.0,,0.0,,470.5,,,,,,,,,,,,,10,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5465202,FUCHS RENOLIN CLP GEAR OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.4,47.0,1.3,1.1,3.9,149.0,0.0,0.0,0.3,1.2,2.3,1.5,0.8,0.7,11.0,2.4,333.0,11.0,6.0,1.1,2.1,4.4,,0.0,,498.6,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5465203,FUCHS RENOLIN CLP GEAR OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Visible debris present. Potassium suggests possible ingress of environmental contamination. Iron suggests wear of gear/shaft type material. Advice : Resample at the next service intervention.,iron,Wear Metals,Training,,,56.0,33.0,2.0,1.9,11.0,412.0,0.0,0.6,0.3,0.0,3.1,0.4,0.1,0.9,22.0,4.3,352.0,12.0,13.0,3.9,0.2,37.0,,0.0,,506.9,,,,,,,,,,,,,71,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5089495,FUCHS RENOLIN CLP GEAR OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Visible debris present. Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advise monitor at the recommended sampling period.,potassium,Contamination,Appraisal,,,47.0,46.0,4.8,3.3,17.0,112.0,1.4,0.2,0.0,2.9,1.1,0.3,0.1,4.4,32.0,12.0,210.0,23.0,25.0,0.5,4.6,35.0,,0.1,,513.5,,,,,,,,,,,,,44,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5089496,FUCHS RENOLIN CLP GEAR OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period.,satisfactory,Satisfactory,N/A,,,15.0,25.0,4.0,1.2,7.9,27.0,0.5,0.0,0.0,2.9,0.2,0.1,0.0,2.9,8.9,8.5,241.0,22.0,11.0,0.1,0.3,9.1,,0.0,,468.2,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5089497,FUCHS RENOLIN CLP GEAR OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Visible debris present. Potassium suggests ingress of environmental contamination. Wear appears satisfactory. Advice : Resample at the next service intervention. ,iron,Wear Metals,Training,,,55.0,46.0,3.5,4.8,24.0,99.0,0.4,1.5,0.3,1.2,1.5,1.1,0.8,7.0,49.0,11.0,240.0,16.0,40.0,1.2,6.5,30.0,,0.0,8661.0,523.3,,,,,,,,,,,,,47,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5103572,FUCHS RENOLIN CLP GEAR OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Visible debris present. The Sodium and Potassium level suggests Clay/Potash contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.  ,sodium,Contamination,Appraisal,,,205.0,35.0,3.5,1.5,12.0,73.0,1.1,0.0,1.6,1.7,2.0,1.8,1.3,3.3,120.0,18.0,319.0,22.0,91.0,1.5,6.4,144.0,,0.6,10653.0,479.7,,,,,,,,,,,,,17,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5103573,FUCHS RENOLIN CLP GEAR OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period.,satisfactory,Satisfactory,N/A,,,28.0,21.0,4.1,0.7,4.5,43.0,0.3,0.0,0.0,2.9,0.4,0.2,0.0,0.5,13.0,4.8,264.0,22.0,7.5,0.2,0.3,16.0,,0.0,,472.9,,,,,,,,,,,,,27,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5174262,FUCHS RENOLIN CLP GEAR OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period.,satisfactory,Satisfactory,N/A,,,8.2,14.0,4.9,2.0,1.1,146.0,0.4,0.0,0.0,3.0,0.7,0.3,0.1,0.1,6.7,1.0,188.0,19.0,4.7,0.2,1.3,3.8,,0.0,,525.0,,,,,,,,,,,,,41,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5174263,FUCHS RENOLIN CLP GEAR OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period.,satisfactory,Satisfactory,N/A,,,12.0,15.0,4.4,1.4,18.0,92.0,0.8,0.0,0.0,2.9,0.7,0.3,0.1,0.3,15.0,3.2,264.0,23.0,28.0,0.2,1.4,8.4,,0.0,,483.0,,,,,,,,,,,,,12,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5174264,FUCHS RENOLIN CLP GEAR OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,High viscosity noted. Visible debris present. The Sodium and Potassium level suggests Clay/Potash contamination. Sample has an abnormal level of Silicon suggesting possible ingress of environmental contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.  ,viscosity,Fluid Condition,Training,,,116.0,96.0,26.0,2.5,5.8,285.0,1.2,0.4,0.0,0.0,2.3,3.3,0.1,3.4,67.0,7.9,338.0,11.0,57.0,1.3,12.0,60.0,,0.0,,554.6,,,,,,,,,,,,,35,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5408032,FUCHS RENOLIN CLP GEAR OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Visible debris present. The Sodium and Potassium level suggests Clay/Potash contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,sodium,Contamination,Appraisal,,,82.0,11.0,0.9,0.8,1.6,64.0,1.6,0.3,0.0,0.0,0.4,0.6,0.0,0.4,123.0,41.0,291.0,12.0,7.5,0.1,0.3,91.0,,0.0,,475.0,,,,,,,,,,,,,10,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4724477,FUCHS RENOLIN CLP GEAR OIL,11/04/2022 00:00:00,2022-04-08,2022-04-11,3,,Visible debris present. Sodium and potassium suggest ingress of environmental contamination. Wear appears satisfactory. Advice : Resample at the next service intervention.,iron,Wear Metals,Training,,,73.0,20.0,1.0,0.3,5.9,32.0,1.0,0.4,0.5,0.1,0.6,0.2,0.2,3.1,69.0,8.5,335.0,13.0,36.0,0.3,2.3,28.0,,0.1,,486.8,,,,,,,,,,,,,10,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4724478,FUCHS RENOLIN CLP GEAR OIL,11/04/2022 00:00:00,2022-04-08,2022-04-11,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,3.0,4.3,0.0,0.0,0.9,4.7,1.2,0.0,0.1,0.0,0.1,0.1,0.1,4.1,12.0,24.0,300.0,5.0,18.0,0.0,0.1,2.2,,0.0,,472.0,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4724479,FUCHS RENOLIN CLP GEAR OIL,11/04/2022 00:00:00,2022-04-08,2022-04-11,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,45.0,20.0,0.5,0.3,2.9,33.0,0.9,0.4,0.1,0.0,0.3,0.1,0.1,1.3,28.0,5.5,332.0,11.0,14.0,0.2,1.1,20.0,,0.0,,479.3,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4736783,FUCHS RENOLIN CLP GEAR OIL,11/04/2022 00:00:00,2022-04-08,2022-04-11,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,25.0,42.0,0.3,0.5,6.0,79.0,0.3,0.1,0.0,0.0,0.6,0.1,0.1,1.2,25.0,4.5,246.0,9.6,25.0,0.3,1.1,14.0,,0.0,,480.6,,,,,,,,,,,,,17,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4736784,FUCHS RENOLIN CLP GEAR OIL,11/04/2022 00:00:00,2022-04-08,2022-04-11,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.0,17.0,0.1,0.2,13.0,17.0,0.7,0.0,0.0,0.0,0.1,0.1,0.1,1.3,17.0,2.3,286.0,10.0,14.0,0.2,0.4,6.3,,0.0,,478.3,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4746161,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,High viscosity noted. Visible debris present. Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,viscosity,Fluid Condition,Training,,,18.0,19.0,3.4,2.0,3.2,132.0,0.3,0.0,0.0,2.4,0.7,1.2,0.1,0.2,56.0,25.0,244.0,19.0,9.8,0.3,0.9,55.0,,0.0,,534.1,,,,,,,,,,,,,15,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4746162,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.5,15.0,2.9,0.9,6.2,32.0,0.4,0.0,0.0,2.4,0.2,0.1,0.0,0.2,15.0,7.0,251.0,22.0,11.0,0.1,0.5,16.0,,0.0,,482.9,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4746176,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,10.0,6.1,0.6,0.7,0.3,4.3,0.0,0.0,0.0,1.1,0.0,0.5,0.9,0.0,38.0,12.0,297.0,8.4,1.5,0.0,1.4,25.0,,0.0,,469.5,,,,,,,,,,,,,10,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4746177,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,31.0,58.0,1.2,0.4,1.3,61.0,0.6,0.0,0.4,0.9,0.4,0.5,0.6,0.0,40.0,7.7,268.0,21.0,29.0,0.2,1.6,34.0,,0.3,,475.7,,,,,,,,,,,,,10,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750509,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,18.0,73.0,3.9,2.3,5.8,104.0,0.8,0.1,0.0,2.4,0.9,1.0,0.1,1.0,30.0,13.0,216.0,20.0,17.0,0.3,2.4,28.0,,0.0,,477.3,,,,,,,,,,,,,15,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750515,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,36.0,1.2,0.6,5.4,23.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,2.1,38.0,10.0,209.0,13.0,11.0,0.0,0.3,22.0,,0.0,,472.3,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750521,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,7.3,21.0,0.8,0.8,1.0,20.0,0.0,0.0,0.0,1.2,0.0,0.7,0.9,0.0,25.0,5.9,345.0,9.0,0.0,0.0,1.5,12.0,,0.0,,465.6,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750522,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Visible debris present. Sodium and potassium suggest ingress of environmental contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination. ,iron,Wear Metals,Training,,,78.0,22.0,2.6,1.2,11.0,149.0,5.4,0.4,0.5,0.9,1.0,1.0,0.6,0.4,121.0,29.0,213.0,23.0,19.0,1.3,3.8,84.0,,0.3,,516.3,,,,,,,,,,,,,20,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750524,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,22.0,21.0,3.6,1.3,4.3,73.0,0.9,0.3,0.3,0.9,0.8,1.4,0.6,0.6,66.0,7.9,283.0,23.0,18.0,0.3,11.0,26.0,,0.3,,498.3,,,,,,,,,,,,,13,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750527,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Visible debris present. Sodium and potassium suggest ingress of environmental contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,iron,Wear Metals,Training,,,100.0,71.0,21.0,2.5,8.0,225.0,2.2,0.7,0.6,0.9,1.5,4.7,0.6,0.0,224.0,56.0,181.0,23.0,37.0,1.0,4.6,149.0,,0.3,,490.9,,,,,,,,,,,,,54,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4779808,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,3.8,4.5,0.7,0.1,2.2,4.9,0.8,0.0,0.3,0.9,0.0,0.4,0.6,0.0,19.0,3.0,299.0,22.0,3.3,0.0,0.1,10.0,,0.3,,467.6,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4779809,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Visible debris present. Potassium suggests ingress of environmental contamination. Wear appears satisfactory. Advice : Resample at the next service intervention. ,iron,Wear Metals,Training,,,24.0,39.0,1.4,1.0,5.8,156.0,0.9,0.0,0.4,0.9,0.7,0.8,0.6,0.0,53.0,13.0,277.0,25.0,13.0,1.7,0.2,41.0,,0.3,,473.1,,,,,,,,,,,,,25,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4779810,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,18.0,41.0,1.4,0.8,6.8,108.0,0.9,0.0,0.5,1.0,0.5,0.7,0.6,1.8,44.0,8.1,262.0,24.0,15.0,1.0,0.3,27.0,,0.3,,475.2,,,,,,,,,,,,,18,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4897457,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Visible debris present. Sodium and potassium suggest ingress of environmental contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,iron,Wear Metals,Training,,,217.0,58.0,3.4,2.0,13.0,159.0,1.7,0.7,0.3,1.2,1.4,1.1,0.9,0.5,52.0,13.0,287.0,14.0,59.0,0.9,2.1,67.0,,0.0,,490.4,,,,,,,,,,,,,18,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4897458,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,37.0,44.0,1.0,1.1,2.9,56.0,0.7,0.0,0.3,1.2,0.4,0.6,0.9,0.2,43.0,6.9,325.0,19.0,27.0,0.4,1.5,20.0,,0.0,,481.2,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5122308,FUCHS RENOLIN CLP GEAR OIL,13/04/2022 00:00:00,2022-04-12,2022-04-13,1,,Visible debris present. The Sodium and Potassium level suggests Clay/Potash contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,sodium,Contamination,Appraisal,,,67.0,17.0,3.8,1.5,7.5,172.0,1.2,0.0,0.0,2.4,1.3,0.6,0.1,0.7,70.0,28.0,235.0,24.0,16.0,1.2,2.4,75.0,,0.0,,505.9,,,,,,,,,,,,,22,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4724471,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.9,23.0,0.1,0.9,26.0,21.0,1.3,0.3,0.3,0.0,0.1,0.0,0.0,0.5,6.9,1.6,320.0,10.0,23.0,0.2,0.2,5.0,,0.0,,465.1,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4725590,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,The level of Silicon present suggests environmental debris contamination however there is no evidence to indicate that any undue wear is taking place within the machinery. Advice : Suggest consider resampling to confirm sample is representative of bulk of fluid. ,iron,Wear Metals,Training,,,8.0,148.0,0.7,2.3,4.8,45.0,0.2,0.0,0.1,0.0,0.4,0.1,0.0,2.0,6.6,2.6,208.0,7.9,40.0,0.3,1.0,4.4,,0.0,,490.3,,,,,,,,,,,,,10,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4725625,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,18.0,19.0,0.8,3.2,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,12.0,204.0,8.1,14.0,0.0,3.0,28.0,,0.0,,495.7,,,,,,,,,,,,,10,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4731272,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,20.0,0.0,0.2,1.4,16.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.3,1.8,256.0,9.1,4.3,0.3,0.3,4.6,,0.0,,476.2,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4731296,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,9.9,12.0,0.4,0.2,1.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,185.0,5.7,3.0,0.0,1.8,4.9,,0.0,,425.7,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4746191,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,4.6,4.9,0.0,0.0,0.7,3.5,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.2,9.3,2.3,245.0,8.0,1.1,0.2,0.1,5.6,,0.0,,473.4,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4746192,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,3.6,33.0,0.0,0.1,0.5,12.0,0.3,0.0,0.0,0.0,0.1,0.2,0.0,3.1,19.0,3.2,259.0,8.3,4.4,0.1,0.3,4.5,,0.0,,464.4,,,,,,,,,,,,,73,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750529,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,6.4,8.4,0.6,0.0,3.2,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,283.0,7.3,0.0,0.0,2.0,7.9,,0.0,,473.2,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750531,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,Potassium consistent with Clay/Potash ingress. Since no abnormal wear; contamination may have occured at sampling. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,52.0,47.0,1.0,0.7,12.0,41.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,16.0,309.0,10.0,8.8,0.2,2.8,45.0,,0.0,,483.5,,,,,,,,,,,,,10,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4797502,FUCHS RENOLIN CLP GEAR OIL,22/04/2022 00:00:00,2022-04-20,2022-04-22,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,31.0,27.0,0.6,2.5,12.0,56.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.1,0.0,0.8,205.0,6.6,52.0,0.0,7.9,6.8,,0.0,,417.9,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4744042,FUCHS RENOLIN CLP GEAR OIL,25/04/2022 00:00:00,2022-04-22,2022-04-25,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,7.3,83.0,0.7,1.2,5.5,79.0,1.2,0.0,0.4,0.0,0.2,0.4,0.3,0.5,12.0,5.9,293.0,17.0,9.9,1.5,1.4,12.0,,0.0,,476.9,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4744044,FUCHS RENOLIN CLP GEAR OIL,25/04/2022 00:00:00,2022-04-22,2022-04-25,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.7,16.0,0.5,0.2,1.1,32.0,0.9,0.0,0.0,0.0,0.0,0.5,0.3,0.3,0.0,7.3,299.0,10.0,0.0,0.0,1.3,15.0,,0.0,,470.0,,,,,,,,,,,,,31,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750518,FUCHS RENOLIN CLP GEAR OIL,25/04/2022 00:00:00,2022-04-22,2022-04-25,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,7.8,13.0,0.8,0.0,2.9,5.7,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.2,9.5,11.0,326.0,12.0,0.0,0.0,1.3,21.0,,0.0,,478.6,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750519,FUCHS RENOLIN CLP GEAR OIL,25/04/2022 00:00:00,2022-04-22,2022-04-25,3,,Visible debris present. Potassium suggests ingress of environmental contamination. Wear appears satisfactory. Advice : Resample at the next service intervention. ,iron,Wear Metals,Training,,,13.0,28.0,0.7,0.3,5.7,82.0,0.0,0.0,0.3,0.0,0.1,0.4,0.3,0.7,32.0,17.0,310.0,13.0,3.5,0.2,1.4,38.0,,0.0,,480.4,,,,,,,,,,,,,10,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750520,FUCHS RENOLIN CLP GEAR OIL,25/04/2022 00:00:00,2022-04-22,2022-04-25,3,,Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,12.0,30.0,0.8,0.2,5.4,55.0,0.0,0.0,0.3,0.0,0.0,0.4,0.3,0.7,31.0,16.0,297.0,13.0,2.9,0.2,1.5,35.0,,0.0,,475.8,,,,,,,,,,,,,10,,0.1,,Caution
